__time,/mavros/local_position/pose/header/stamp/nanosec,/mavros/local_position/pose/header/stamp/sec,/mavros/local_position/pose/pose/orientation/w,/mavros/local_position/pose/pose/orientation/x,/mavros/local_position/pose/pose/orientation/y,/mavros/local_position/pose/pose/orientation/z,/mavros/local_position/pose/pose/position/x,/mavros/local_position/pose/pose/position/y,/mavros/local_position/pose/pose/position/z,/state_vector/data[0],/state_vector/data[1],/state_vector/data[2],/state_vector/data[3],/state_vector/data[4],/state_vector/data[5],/state_vector/data[6],/state_vector/data[7],/state_vector/data[8],/state_vector/data[9],/state_vector/layout/data_offset
1709381226.644178,,,,,,,,,,-0.847463608,0.224883810,0.004520868,-0.003397320,-0.899680138,0.246625379,-0.004576163,-0.004600784,9.152536392,9.100319862,0.000000000
1709381226.658984,557948287.000000000,1709380822.000000000,-0.921707365,0.001728536,0.001687908,-0.387878501,9.160913467,9.109818459,9.781626701,,,,,,,,,,,
1709381226.664206,,,,,,,,,,-0.839086533,0.223712206,0.004298666,-0.003409318,-0.890181541,0.247214139,-0.004311344,-0.004930347,9.160913467,9.109818459,0.000000000
1709381226.686959,,,,,,,,,,-0.839086533,0.223712206,0.004298666,-0.003402289,-0.890181541,0.247214139,-0.004311344,-0.005227489,9.160913467,9.109818459,0.000000000
1709381226.693834,592665923.000000000,1709380822.000000000,-0.921354849,0.001607801,0.001606426,-0.388716043,9.169155121,9.119211197,9.785287857,,,,,,,,,,,
1709381226.704639,,,,,,,,,,-0.830844879,0.222600847,0.004197883,-0.003402289,-0.880788803,0.247686177,-0.004056736,-0.005227489,9.169155121,9.119211197,0.000000000
1709381226.725911,,,,,,,,,,-0.830844879,0.222600847,0.004197883,-0.003385192,-0.880788803,0.247686177,-0.004056736,-0.005539347,9.169155121,9.119211197,0.000000000
1709381226.731781,631085718.000000000,1709380822.000000000,-0.921000668,0.001453267,0.001552434,-0.389555334,9.178462982,9.129329681,9.789375305,,,,,,,,,,,
1709381226.743349,,,,,,,,,,-0.821537018,0.222596228,0.004068844,-0.003385192,-0.870670319,0.248367876,-0.003784303,-0.005539347,9.178462982,9.129329681,0.000000000
1709381226.763333,,,,,,,,,,-0.821537018,0.222596228,0.004068844,-0.003362293,-0.870670319,0.248367876,-0.003784303,-0.005814410,9.178462982,9.129329681,0.000000000
1709381226.763938,663311413.000000000,1709380822.000000000,-0.920821649,0.001371413,0.001535760,-0.389978720,9.190309525,9.142069817,9.792593002,,,,,,,,,,,
1709381226.783082,,,,,,,,,,-0.809690475,0.222672299,0.003874639,-0.003362293,-0.857930183,0.249109596,-0.003432868,-0.005814410,9.190309525,9.142069817,0.000000000
1709381226.798321,696289400.000000000,1709380822.000000000,-0.920460092,0.001193195,0.001526731,-0.390831962,9.199565887,9.152065277,9.793179512,,,,,,,,,,,
1709381226.803487,,,,,,,,,,-0.800434113,0.222591087,0.003772971,-0.003326939,-0.847934723,0.249494761,-0.003210367,-0.006082972,9.199565887,9.152065277,0.000000000
1709381226.829516,,,,,,,,,,-0.800434113,0.222591087,0.003772971,-0.003326939,-0.847934723,0.249494761,-0.003210367,-0.006082972,9.199565887,9.152065277,0.000000000
1709381226.845072,742700296.000000000,1709380822.000000000,-0.920103741,0.000979518,0.001571262,-0.391670558,9.208352089,9.161875725,9.792818069,,,,,,,,,,,
